User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
USR_01538,19,Male,Student,Both,9.3,2.1,10.0,4.6,4.1,26,4.4,9.0
USR_01539,52,Male,Engineer,Android,8.2,2.2,29.5,7.4,9.1,19,4.0,11.6
USR_01540,59,Male,Student,iOS,3.3,1.8,60.7,8.8,6.1,9,1.9,6.3
USR_01541,51,Male,Healthcare,Android,6.2,3.0,10.0,3.9,7.5,13,2.5,5.9
USR_01542,47,Female,Engineer,iOS,7.0,3.7,60.9,8.8,3.0,15,3.4,5.4
USR_01543,30,Male,Student,iOS,7.9,2.3,36.3,7.4,5.8,19,3.3,9.5
USR_01544,30,Non-binary,Sales,iOS,7.1,2.8,10.0,5.5,6.8,15,4.2,7.8
USR_01545,35,Male,Healthcare,iOS,9.3,3.7,22.5,7.1,6.2,22,3.1,11.2
USR_01546,49,Female,Healthcare,iOS,6.2,2.5,27.5,5.5,5.8,17,2.3,6.8
USR_01547,49,Male,Manager,Android,9.2,4.2,34.3,7.3,6.5,25,3.1,5.9
USR_01548,52,Male,Healthcare,iOS,6.4,2.2,56.6,6.9,2.9,14,3.3,8.2
USR_01549,56,Male,Engineer,iOS,6.6,2.9,39.7,7.2,7.2,15,0.8,9.3
USR_01550,63,Male,Creative,Android,9.0,4.3,10.0,5.7,7.3,16,3.9,14.4
USR_01551,46,Female,Engineer,Android,7.2,2.2,35.5,5.9,5.9,12,4.0,8.8
USR_01552,46,Non-binary,Healthcare,iOS,9.3,4.9,15.0,7.4,7.4,21,3.9,11.3
USR_01553,61,Female,Student,iOS,12.2,4.7,10.0,6.2,4.8,30,3.5,15.9
USR_01554,33,Male,Creative,Android,4.4,2.0,67.4,7.0,2.1,7,2.1,3.9
USR_01555,61,Male,Manager,iOS,9.8,4.5,14.4,7.3,8.9,26,3.1,11.4
USR_01556,64,Male,Manager,Android,8.9,3.5,14.3,6.5,7.4,24,1.7,12.1
USR_01557,27,Female,Engineer,Android,10.8,3.4,22.9,8.2,7.1,24,3.9,9.9
USR_01558,47,Female,Healthcare,iOS,9.8,4.2,10.0,6.6,8.8,21,4.1,9.3
USR_01559,42,Non-binary,Sales,Android,10.9,2.5,10.0,6.5,8.4,28,3.0,8.6
USR_01560,56,Male,Creative,iOS,6.2,3.4,10.0,6.0,8.3,20,4.0,8.6
USR_01561,37,Female,Engineer,Android,4.9,1.3,54.6,8.0,5.8,10,3.3,5.0
USR_01562,22,Female,Student,Android,5.1,1.5,39.5,6.0,4.4,15,1.9,7.7
USR_01563,18,Female,Sales,Android,7.6,4.1,22.7,8.3,7.8,18,4.9,7.4
USR_01564,47,Female,Manager,Both,10.3,2.7,16.0,7.0,7.8,25,2.3,11.1
USR_01565,20,Female,Healthcare,Android,9.2,2.4,17.2,10.0,2.8,22,0.3,11.4
USR_01566,62,Female,Sales,Android,5.7,2.7,52.8,6.0,2.8,17,3.3,6.3
USR_01567,31,Male,Sales,Android,7.0,2.0,36.2,8.3,5.8,23,3.0,8.1
USR_01568,47,Female,Manager,Android,4.9,1.1,66.2,7.4,4.9,14,2.3,6.6
USR_01569,21,Male,Manager,Android,6.4,1.8,53.0,6.2,2.5,12,3.0,6.6
USR_01570,35,Female,Student,Android,6.9,3.5,44.0,7.4,5.8,16,2.0,6.3
USR_01571,54,Male,Creative,iOS,7.0,2.1,44.9,7.4,6.3,11,1.2,7.5
USR_01572,42,Female,Student,iOS,9.5,4.2,10.0,6.4,6.1,29,4.1,9.9
USR_01573,65,Female,Student,iOS,8.2,2.8,33.5,7.3,6.5,21,3.2,10.3
USR_01574,18,Female,Student,iOS,5.6,1.6,48.3,8.2,8.1,11,2.5,2.4
USR_01575,63,Female,Engineer,Android,2.3,0.6,74.8,7.4,4.2,6,4.4,2.6
USR_01576,32,Female,Healthcare,Android,8.8,4.8,17.6,6.3,7.7,27,3.0,5.6
USR_01577,26,Female,Healthcare,iOS,8.2,3.1,10.0,6.2,7.6,17,3.9,12.1
USR_01578,32,Female,Manager,iOS,8.1,1.9,28.0,6.7,6.5,18,2.1,10.8
USR_01579,41,Female,Manager,Android,7.7,2.1,35.8,8.1,6.1,15,0.5,11.2
USR_01580,21,Male,Sales,Both,4.5,1.5,48.3,5.9,3.4,12,3.6,6.2
USR_01581,29,Non-binary,Engineer,Android,6.7,2.6,46.2,7.3,5.3,16,3.4,7.8
USR_01582,54,Female,Creative,Android,7.7,2.0,10.0,4.9,9.3,12,5.7,12.3
USR_01583,54,Female,Sales,Android,6.2,1.8,60.8,7.5,2.9,16,1.4,5.9
USR_01584,60,Male,Manager,Both,8.5,4.0,33.9,7.7,4.7,24,1.0,12.3
USR_01585,23,Male,Healthcare,iOS,6.4,2.2,41.5,9.2,6.6,14,2.1,9.4
USR_01586,56,Female,Sales,iOS,5.2,1.0,54.1,7.9,5.9,12,3.3,8.2
USR_01587,63,Male,Student,Android,9.9,2.2,11.4,6.3,6.5,24,1.0,13.3
USR_01588,41,Female,Manager,iOS,6.3,2.2,10.0,5.0,7.1,17,3.6,8.3
USR_01589,28,Female,Manager,Android,9.0,2.0,38.3,7.4,4.9,17,2.3,10.6
USR_01590,30,Male,Student,iOS,11.1,2.9,12.0,6.4,5.7,25,2.7,10.8
USR_01591,51,Female,Creative,Android,10.0,4.5,10.0,7.2,6.1,24,2.0,11.7
USR_01592,42,Female,Sales,Android,7.2,2.7,42.4,5.9,1.8,20,3.9,7.0
USR_01593,24,Female,Creative,Android,7.5,2.8,21.7,6.6,7.8,18,1.6,11.0
USR_01594,21,Female,Engineer,iOS,9.6,3.9,10.0,4.8,8.1,20,4.7,14.5
USR_01595,25,Male,Engineer,iOS,7.9,3.8,10.0,5.5,8.2,18,4.0,11.0
USR_01596,37,Female,Healthcare,Android,9.3,2.4,10.0,5.4,4.2,27,2.7,12.2
USR_01597,46,Male,Engineer,Android,7.7,2.0,53.3,7.8,3.6,15,4.1,6.4
USR_01598,62,Female,Healthcare,Both,7.3,1.8,35.4,5.8,3.7,21,1.1,9.3
USR_01599,63,Female,Manager,iOS,6.7,3.5,44.1,8.5,3.7,19,3.5,9.2
USR_01600,27,Male,Healthcare,iOS,6.8,2.7,25.1,5.8,7.2,20,2.3,5.5
USR_01601,60,Female,Healthcare,Android,6.9,1.6,51.1,9.3,4.8,20,2.1,6.5
USR_01602,51,Female,Manager,Android,6.9,1.9,29.3,4.5,3.0,21,3.6,8.7
USR_01603,43,Male,Student,Both,7.1,3.2,32.2,7.3,7.0,12,4.0,8.7
USR_01604,58,Non-binary,Student,Android,8.8,1.8,20.6,6.8,9.1,25,2.4,6.0
USR_01605,20,Male,Manager,Android,10.2,4.6,10.0,5.3,9.8,26,4.3,7.3
USR_01606,23,Male,Healthcare,iOS,7.1,3.7,44.9,6.1,3.6,16,2.5,6.9
USR_01607,22,Female,Creative,Both,6.4,1.4,40.4,6.5,6.1,12,2.2,7.6
USR_01608,22,Female,Creative,Android,2.1,0.6,68.7,7.1,3.8,5,1.1,3.7
USR_01609,64,Female,Sales,iOS,10.2,2.0,10.0,5.7,8.5,32,3.1,16.0
USR_01610,40,Female,Student,iOS,7.8,1.9,22.2,7.3,8.3,21,1.8,9.6
USR_01611,26,Female,Engineer,Android,7.5,3.1,48.9,6.9,5.5,17,1.7,5.6
USR_01612,52,Female,Student,Android,7.6,1.6,47.3,7.7,3.6,26,2.0,9.5
USR_01613,37,Male,Creative,Both,8.5,3.0,11.8,5.8,6.6,23,3.1,5.8
USR_01614,59,Male,Manager,Both,9.0,3.4,25.0,6.3,7.1,24,2.7,8.7
USR_01615,52,Male,Creative,iOS,9.0,4.7,27.6,8.5,5.6,23,2.7,6.5
USR_01616,35,Male,Manager,iOS,9.0,3.3,10.0,5.7,7.1,24,5.1,10.2
USR_01617,34,Female,Sales,Android,3.4,0.8,28.7,5.1,8.1,5,3.0,1.2
USR_01618,41,Male,Sales,Both,7.4,2.2,33.5,6.0,3.9,18,2.1,9.6
USR_01619,20,Male,Engineer,Android,8.6,3.7,10.0,4.7,8.8,23,2.9,7.1
USR_01620,49,Male,Manager,iOS,5.8,1.4,46.6,8.8,2.6,19,0.0,8.6
USR_01621,52,Non-binary,Healthcare,Both,8.7,2.4,16.9,6.5,7.8,28,2.6,10.3
USR_01622,55,Non-binary,Student,iOS,7.6,4.2,10.0,6.5,6.9,22,4.9,8.2
USR_01623,30,Female,Manager,iOS,5.7,1.2,62.9,7.7,4.2,14,2.7,8.5
USR_01624,64,Female,Healthcare,iOS,8.9,2.3,23.1,5.9,4.0,22,2.6,13.5
USR_01625,42,Female,Student,Android,8.7,4.3,10.0,6.5,8.6,19,3.9,8.9
USR_01626,26,Female,Healthcare,iOS,7.3,1.7,32.6,5.9,4.8,19,2.7,9.5
USR_01627,21,Male,Healthcare,Android,2.6,0.6,34.2,4.7,2.7,12,4.4,2.2
USR_01628,31,Female,Engineer,iOS,11.7,2.8,11.4,6.9,7.8,28,3.0,11.4
USR_01629,54,Female,Manager,Android,4.0,1.8,64.1,8.0,6.3,10,4.1,2.1
USR_01630,51,Female,Student,Android,7.3,4.0,42.6,6.9,2.9,16,2.9,5.5
USR_01631,28,Female,Creative,iOS,9.5,3.9,10.2,7.9,9.0,26,3.6,12.0
USR_01632,58,Female,Engineer,Both,9.4,2.3,26.2,5.5,3.3,27,2.9,7.3
USR_01633,20,Female,Sales,Android,6.0,1.6,10.1,5.9,7.3,12,4.3,7.5
USR_01634,45,Female,Manager,iOS,5.3,2.1,18.8,5.2,4.1,15,4.9,8.2
USR_01635,46,Male,Engineer,iOS,8.6,3.9,28.5,7.2,5.6,13,3.4,11.8
USR_01636,26,Female,Manager,Both,8.3,3.6,27.8,6.4,5.4,19,2.9,9.7
USR_01637,20,Female,Manager,iOS,10.4,4.2,15.1,6.4,6.0,29,4.1,8.3
USR_01638,42,Female,Manager,iOS,8.4,4.6,45.7,7.6,3.0,19,2.0,9.1
USR_01639,51,Female,Healthcare,Both,7.6,2.0,10.4,6.2,8.9,15,4.9,5.5
USR_01640,29,Male,Manager,Android,7.0,1.8,50.9,8.1,5.6,19,2.2,9.4
USR_01641,59,Female,Engineer,Both,8.8,4.4,22.4,7.1,8.0,21,3.1,10.8
USR_01642,26,Male,Engineer,Both,4.7,1.4,39.1,6.4,6.4,12,4.0,5.4
USR_01643,32,Female,Creative,Both,9.1,2.9,10.0,4.9,8.6,23,1.7,9.9
USR_01644,57,Male,Healthcare,Android,9.2,3.6,21.5,7.6,8.4,25,3.4,11.4
USR_01645,42,Female,Student,Android,6.4,2.1,35.2,7.1,7.9,19,3.3,7.9
USR_01646,22,Male,Creative,iOS,7.1,2.1,38.3,7.2,6.7,18,2.5,8.0
USR_01647,28,Female,Manager,Android,2.6,1.4,79.9,7.2,2.1,10,2.2,1.4
USR_01648,51,Male,Creative,iOS,9.2,2.3,25.0,6.2,6.9,22,2.4,10.3
USR_01649,41,Female,Student,Android,7.7,2.6,37.3,6.6,4.9,20,2.0,4.9
USR_01650,32,Female,Engineer,Android,5.8,1.2,25.2,6.2,8.9,14,3.0,9.2
USR_01651,55,Non-binary,Sales,Android,5.7,2.8,57.0,8.3,6.9,10,1.8,7.2
USR_01652,25,Female,Manager,iOS,6.2,1.6,41.3,6.5,5.1,19,3.5,8.3
USR_01653,22,Female,Creative,Android,9.1,4.3,10.0,6.1,7.0,22,2.6,11.1
USR_01654,65,Male,Student,iOS,8.2,2.1,32.6,8.4,5.9,25,3.5,11.7
USR_01655,43,Male,Healthcare,iOS,5.9,2.0,50.7,8.3,6.2,16,1.8,6.2
USR_01656,35,Male,Sales,iOS,5.8,2.6,54.6,7.1,4.6,15,1.5,5.4
USR_01657,23,Female,Engineer,iOS,6.9,2.0,48.3,6.6,4.5,20,2.7,7.8
USR_01658,54,Female,Creative,Android,6.3,2.0,39.3,6.3,7.6,16,2.1,4.8
USR_01659,65,Male,Healthcare,Android,6.5,2.8,43.8,6.7,6.3,14,2.9,10.1
USR_01660,30,Female,Healthcare,Android,8.1,2.2,30.7,5.8,4.6,19,2.3,4.8
USR_01661,45,Female,Manager,iOS,4.9,2.6,64.5,7.4,5.5,15,1.5,5.1
USR_01662,22,Female,Sales,iOS,6.4,1.7,55.3,8.8,3.8,18,1.2,6.7
USR_01663,30,Male,Engineer,iOS,7.7,3.6,30.7,7.5,8.8,16,4.3,5.3
USR_01664,34,Male,Student,Android,7.7,3.7,10.0,5.5,7.6,20,4.2,5.2
USR_01665,57,Female,Sales,iOS,7.7,2.5,41.2,7.3,5.8,16,1.5,7.3
USR_01666,62,Female,Creative,Android,7.5,1.9,55.6,7.0,3.0,19,1.9,7.0
USR_01667,49,Male,Engineer,Both,8.8,2.3,25.7,7.3,6.3,25,4.4,13.6
USR_01668,46,Female,Manager,Android,7.8,4.3,10.0,5.8,9.7,17,3.6,8.6
USR_01669,20,Female,Manager,Both,7.7,3.5,23.4,6.8,8.2,18,2.9,6.1
USR_01670,57,Female,Manager,iOS,8.9,3.2,18.8,7.9,9.1,19,3.1,11.8
USR_01671,51,Female,Student,Android,7.9,2.3,10.0,5.5,7.0,21,3.7,7.5
USR_01672,57,Male,Healthcare,Android,9.2,1.9,10.0,6.3,8.8,23,3.4,13.2
USR_01673,44,Male,Student,Android,8.8,3.8,10.0,6.5,8.2,20,2.5,13.3
USR_01674,30,Female,Creative,Android,4.8,2.6,56.4,8.0,2.7,13,0.4,6.6
USR_01675,62,Male,Creative,Android,10.1,2.4,40.6,8.2,4.2,25,2.5,14.0
USR_01676,50,Male,Manager,iOS,6.9,3.2,20.5,4.5,4.8,18,1.6,7.1
USR_01677,23,Male,Student,Android,8.5,2.2,39.7,8.0,5.7,18,2.2,9.1
USR_01678,41,Male,Student,iOS,7.7,3.7,48.9,8.2,3.8,18,1.8,9.2
USR_01679,36,Male,Manager,Android,7.6,2.5,48.8,8.1,5.3,19,1.9,9.0
USR_01680,33,Male,Creative,Both,7.5,3.4,42.3,6.2,5.0,20,3.5,4.8
USR_01681,57,Male,Student,iOS,9.4,4.9,10.0,6.5,7.3,20,3.0,7.6
USR_01682,45,Male,Healthcare,Android,6.9,2.9,10.0,4.9,5.8,17,3.9,7.7
USR_01683,50,Female,Manager,Android,7.8,4.1,17.5,4.3,3.1,22,1.5,5.6
USR_01684,65,Female,Student,Android,9.0,2.5,10.0,6.4,8.6,22,4.1,6.2
USR_01685,58,Female,Engineer,Android,8.7,4.7,30.2,6.9,3.7,20,3.7,8.7
USR_01686,30,Male,Engineer,iOS,6.1,3.1,43.8,7.0,5.1,13,2.8,8.8
USR_01687,60,Male,Student,iOS,7.5,1.8,27.6,7.8,6.1,17,4.7,11.7
USR_01688,62,Female,Manager,Both,5.9,2.0,39.0,10.0,6.6,15,3.4,6.9
USR_01689,42,Female,Sales,iOS,9.4,4.9,17.1,6.3,6.4,17,3.1,14.2
USR_01690,59,Female,Creative,Both,6.9,1.6,10.0,5.5,9.2,15,5.1,5.8
USR_01691,53,Male,Student,Both,7.7,2.8,35.8,7.5,5.2,20,2.8,8.1
USR_01692,44,Female,Student,iOS,7.1,3.2,28.2,7.1,8.2,19,2.2,7.2
USR_01693,55,Male,Student,iOS,9.3,2.0,11.7,6.1,5.9,20,4.0,10.9
USR_01694,24,Male,Student,Android,7.5,3.5,20.7,7.9,7.0,16,4.3,11.0
USR_01695,22,Female,Manager,Android,9.3,3.0,10.0,5.8,8.7,23,2.0,5.6
USR_01696,60,Female,Manager,iOS,5.6,1.6,49.8,6.6,6.8,15,2.7,7.3
USR_01697,62,Male,Student,Android,6.0,2.4,35.5,6.7,5.6,13,2.5,8.4
USR_01698,48,Male,Engineer,Android,9.2,3.6,10.0,5.7,8.7,22,2.3,12.8
USR_01699,40,Female,Engineer,iOS,9.1,4.6,10.0,4.7,4.4,23,3.1,6.3
USR_01700,59,Male,Engineer,Android,7.7,3.4,51.5,7.1,4.3,15,2.0,5.7
USR_01701,27,Male,Creative,iOS,11.4,4.0,21.2,8.4,5.5,33,3.1,9.3
USR_01702,49,Male,Student,Android,8.8,3.8,33.6,8.0,6.2,22,3.2,7.5
USR_01703,60,Female,Manager,iOS,7.8,3.6,29.9,8.0,7.7,18,3.0,9.7
USR_01704,47,Male,Healthcare,iOS,6.8,3.6,22.6,5.8,6.4,20,3.5,6.2
USR_01705,56,Non-binary,Sales,Android,10.1,4.5,12.8,7.1,4.4,25,4.3,12.5
USR_01706,48,Female,Sales,iOS,7.9,3.1,10.0,5.1,3.3,19,5.2,9.4
USR_01707,35,Non-binary,Creative,iOS,6.3,2.1,51.2,7.0,5.6,16,3.5,4.0
USR_01708,53,Female,Engineer,Android,6.5,3.3,43.8,8.5,7.3,16,2.3,7.3
USR_01709,19,Male,Healthcare,Android,6.8,3.2,28.7,8.5,8.4,15,3.2,10.0
USR_01710,31,Male,Creative,Android,7.3,1.7,48.1,9.2,2.9,21,2.4,5.6
USR_01711,30,Male,Engineer,iOS,5.4,2.4,40.4,8.0,8.8,9,3.7,6.6
USR_01712,46,Male,Manager,iOS,6.2,2.4,56.4,7.4,5.5,14,1.9,4.5
USR_01713,29,Female,Sales,Android,7.1,1.7,61.1,7.8,3.4,23,3.2,9.3
USR_01714,56,Male,Manager,iOS,6.5,2.6,56.1,7.6,3.1,16,2.6,5.1
USR_01715,19,Male,Engineer,Android,6.4,1.7,28.8,5.8,5.6,11,3.1,7.3
USR_01716,49,Male,Engineer,iOS,8.3,3.7,10.0,5.0,5.2,24,3.3,11.4
USR_01717,30,Female,Manager,Android,8.3,2.5,24.9,7.9,5.2,19,4.0,10.5
USR_01718,63,Male,Engineer,iOS,5.8,1.5,49.1,9.3,2.4,11,5.1,5.6
USR_01719,44,Male,Healthcare,Android,6.2,1.4,53.1,7.9,5.5,18,2.8,7.7
USR_01720,58,Male,Creative,iOS,9.1,3.4,10.0,4.5,6.7,26,2.9,8.3
USR_01721,34,Female,Engineer,iOS,6.6,1.8,45.2,6.2,4.6,20,3.0,8.2
USR_01722,57,Female,Sales,iOS,6.5,3.2,46.2,6.6,3.2,13,3.1,10.0
USR_01723,48,Male,Manager,Android,7.7,1.5,26.6,4.6,2.5,18,3.4,8.5
USR_01724,51,Male,Engineer,iOS,5.7,2.8,10.0,5.1,7.2,13,3.7,10.8
USR_01725,41,Male,Creative,Android,6.4,2.4,40.0,6.8,6.1,13,2.8,7.6
USR_01726,62,Male,Creative,iOS,7.3,3.8,31.5,7.1,7.5,19,4.4,7.3
USR_01727,52,Non-binary,Healthcare,iOS,11.0,3.0,10.0,5.6,6.9,30,3.1,10.8
USR_01728,65,Female,Sales,iOS,4.3,1.0,45.7,5.1,3.6,9,4.0,4.7
USR_01729,23,Male,Creative,iOS,6.1,2.6,59.1,8.2,1.8,15,0.8,6.2
USR_01730,36,Female,Sales,Android,5.1,2.3,54.6,6.3,3.9,13,2.3,5.7
USR_01731,47,Male,Manager,iOS,12.5,4.1,10.0,6.5,9.4,34,3.7,10.7
USR_01732,24,Female,Creative,iOS,7.6,1.6,30.2,6.1,5.4,19,3.1,6.6
USR_01733,27,Female,Sales,Both,4.5,1.5,56.8,5.9,2.5,11,4.1,2.4
USR_01734,58,Male,Creative,iOS,4.2,1.2,65.6,8.4,5.7,13,2.9,2.8
USR_01735,49,Female,Engineer,iOS,7.1,2.3,42.6,5.7,1.6,18,4.2,7.4
USR_01736,51,Male,Manager,Android,8.4,3.2,25.4,7.0,8.5,19,3.7,7.1
USR_01737,45,Male,Healthcare,iOS,8.5,3.8,40.5,6.8,6.2,17,2.2,6.2
USR_01738,32,Male,Engineer,iOS,5.1,2.7,20.7,4.5,4.7,10,3.3,4.7
USR_01739,47,Male,Sales,Both,10.8,2.7,24.8,7.1,6.5,27,2.8,7.8
USR_01740,54,Female,Engineer,Android,7.1,3.1,10.0,4.9,4.7,13,4.6,10.9
USR_01741,46,Non-binary,Engineer,Android,8.2,2.3,53.2,7.6,6.3,21,2.6,6.0
USR_01742,39,Female,Sales,Android,8.9,2.5,10.0,5.4,7.6,17,3.4,11.0
USR_01743,21,Female,Manager,iOS,8.2,3.5,19.5,7.4,8.3,17,2.7,9.6
USR_01744,37,Female,Engineer,Both,10.4,4.9,10.0,6.3,8.5,27,3.5,9.5
USR_01745,49,Male,Healthcare,Android,6.6,3.6,20.8,6.0,7.0,15,4.0,9.4
USR_01746,53,Female,Healthcare,iOS,9.3,4.4,30.4,7.1,6.6,23,3.7,10.0
USR_01747,21,Male,Engineer,iOS,9.4,2.4,10.0,5.0,5.0,23,3.0,7.6
USR_01748,44,Female,Sales,iOS,9.6,2.7,10.0,6.7,7.6,28,1.2,12.0
USR_01749,34,Non-binary,Manager,Android,10.2,4.8,10.0,7.7,6.9,25,3.1,14.4
USR_01750,29,Male,Healthcare,iOS,6.5,2.5,38.9,8.1,7.8,13,3.0,8.3
USR_01751,39,Female,Manager,Android,7.2,2.2,44.7,6.2,2.6,19,3.0,6.2
USR_01752,34,Female,Healthcare,iOS,7.4,2.7,42.6,6.4,3.9,15,2.9,6.6
USR_01753,27,Female,Student,Android,6.6,3.4,20.9,5.0,3.3,19,3.5,9.6
USR_01754,18,Male,Student,iOS,7.8,3.6,28.2,5.9,3.8,21,1.0,7.6
USR_01755,39,Male,Manager,iOS,8.3,3.0,27.3,4.9,2.1,21,3.2,9.8
USR_01756,43,Male,Creative,Android,6.7,3.6,31.9,7.3,8.2,19,2.1,10.3
USR_01757,35,Male,Engineer,Android,5.7,2.7,44.6,7.8,7.9,17,4.1,5.9
USR_01758,31,Male,Healthcare,iOS,6.9,1.4,32.5,6.3,5.9,17,3.2,9.1
USR_01759,64,Female,Creative,iOS,1.7,0.5,74.2,5.5,2.3,5,2.2,1.0
USR_01760,46,Male,Engineer,iOS,6.9,2.7,53.6,7.2,5.0,17,1.6,9.8
USR_01761,29,Female,Engineer,Android,9.4,3.0,26.8,5.8,4.5,21,2.2,9.7
USR_01762,53,Female,Student,Android,4.6,2.2,55.7,7.6,5.6,9,2.1,2.8
USR_01763,52,Female,Healthcare,Android,7.3,3.7,22.4,9.1,8.5,18,3.0,9.9
USR_01764,29,Male,Engineer,Android,5.3,1.5,30.6,5.7,6.3,13,2.1,6.4
USR_01765,24,Female,Manager,Both,8.3,3.9,11.6,5.9,6.8,21,3.5,7.5
USR_01766,46,Non-binary,Healthcare,Android,9.2,3.6,10.0,5.0,8.6,21,4.7,12.2
USR_01767,28,Male,Healthcare,Android,8.3,2.8,11.9,7.0,9.3,16,4.4,10.9
USR_01768,50,Male,Student,Android,6.5,3.1,29.4,6.9,7.5,20,2.7,6.5
USR_01769,23,Female,Manager,Android,7.1,2.8,35.6,6.5,4.2,13,2.9,6.8
USR_01770,64,Male,Creative,iOS,8.7,3.7,46.8,6.8,3.1,24,2.0,11.9
USR_01771,32,Male,Sales,iOS,9.4,2.1,10.0,5.5,7.5,22,2.3,12.8
USR_01772,49,Male,Sales,Android,6.5,2.6,10.0,4.8,5.7,16,2.9,8.6
USR_01773,28,Male,Healthcare,Android,5.9,1.8,44.3,5.9,3.3,16,1.1,7.1
USR_01774,40,Female,Manager,Android,6.1,2.3,31.7,4.5,4.2,13,1.4,6.9
USR_01775,43,Male,Student,iOS,7.6,2.1,15.9,5.7,4.1,14,3.4,7.5
USR_01776,51,Female,Engineer,iOS,4.5,1.9,66.1,7.2,5.0,14,3.1,5.3
USR_01777,63,Female,Engineer,Android,7.5,1.9,36.2,6.9,3.5,20,3.9,11.0
USR_01778,51,Female,Healthcare,iOS,6.9,1.7,10.0,4.7,7.9,17,5.2,9.9
USR_01779,46,Female,Student,iOS,7.3,1.9,31.3,8.1,7.7,20,3.1,9.2
USR_01780,21,Female,Student,iOS,6.6,3.2,23.2,6.6,8.0,17,2.3,8.3
USR_01781,34,Male,Sales,Both,9.5,2.0,10.0,5.2,8.9,23,2.7,14.5
USR_01782,52,Female,Engineer,Android,6.7,3.1,33.3,6.4,7.4,16,2.2,8.4
USR_01783,30,Female,Engineer,Android,6.5,1.4,20.6,6.1,9.1,9,3.7,9.2
USR_01784,58,Female,Engineer,Android,6.3,2.6,32.8,5.8,6.2,16,2.5,9.2
USR_01785,56,Female,Healthcare,iOS,5.3,2.5,56.4,7.8,5.9,10,1.3,3.3
USR_01786,32,Male,Healthcare,Both,7.7,2.2,36.7,5.5,2.2,20,3.4,9.5
USR_01787,46,Male,Student,iOS,5.8,1.6,40.8,7.0,7.6,13,4.0,5.9
USR_01788,46,Female,Manager,Android,6.6,2.0,37.3,5.2,3.9,11,2.4,5.5
USR_01789,28,Male,Creative,Android,6.3,2.8,36.8,6.8,6.6,15,3.0,7.6
USR_01790,49,Female,Creative,Android,9.6,2.8,23.6,7.1,4.3,22,4.2,9.2
USR_01791,19,Male,Sales,Android,7.8,2.9,38.5,7.1,5.2,23,3.8,4.8
USR_01792,64,Male,Creative,iOS,5.7,1.4,51.8,6.9,4.5,8,1.9,9.0
USR_01793,31,Male,Healthcare,Android,7.4,2.7,23.1,6.5,5.2,16,4.5,11.2
USR_01794,37,Male,Engineer,Android,5.6,2.3,25.0,5.5,5.9,10,4.0,8.5
USR_01795,39,Female,Engineer,iOS,7.9,1.8,18.3,5.5,4.1,22,4.8,10.7
USR_01796,28,Male,Engineer,Android,8.1,3.9,20.9,7.2,7.7,20,2.9,12.5
USR_01797,44,Non-binary,Healthcare,Android,7.9,4.2,18.5,5.3,5.6,21,2.5,10.8
USR_01798,20,Female,Creative,Android,6.5,1.7,10.0,5.0,8.9,12,3.7,3.7
USR_01799,34,Male,Manager,iOS,5.2,2.4,44.3,8.5,7.3,10,1.4,5.4
USR_01800,61,Female,Engineer,iOS,4.1,1.3,51.8,6.5,5.2,10,3.8,3.3
USR_01801,45,Female,Manager,Android,4.2,1.8,61.6,7.6,5.2,15,2.2,4.1
USR_01802,46,Female,Sales,iOS,8.2,2.5,26.7,7.8,8.8,22,3.4,11.3
USR_01803,38,Male,Healthcare,Android,9.9,5.0,26.0,6.9,3.2,22,4.9,10.4
USR_01804,64,Female,Creative,iOS,6.3,2.0,40.2,6.3,5.2,16,2.6,10.7
USR_01805,33,Female,Creative,iOS,6.2,3.1,32.5,6.4,5.8,17,3.1,8.6
USR_01806,54,Male,Sales,iOS,7.0,3.3,43.2,8.7,5.2,13,2.2,8.2
USR_01807,37,Male,Creative,iOS,5.0,1.3,63.5,6.1,3.0,11,2.7,5.5
USR_01808,23,Female,Creative,Both,5.7,1.5,30.8,7.0,8.3,13,2.9,7.9
USR_01809,36,Male,Student,Both,6.0,2.8,35.8,7.6,5.5,20,3.7,6.9
USR_01810,22,Female,Engineer,iOS,6.3,2.1,47.5,7.1,3.9,16,3.6,6.7
USR_01811,20,Male,Manager,iOS,10.6,5.6,11.5,8.1,6.0,31,2.5,15.6
USR_01812,18,Female,Engineer,Android,7.1,3.8,22.0,6.3,8.1,15,3.5,6.2
USR_01813,55,Female,Sales,Android,8.1,3.6,38.4,7.6,7.6,21,2.6,7.2
USR_01814,32,Male,Student,Android,4.9,1.8,10.0,4.6,6.3,8,5.0,5.6
USR_01815,51,Male,Sales,Android,8.5,2.3,29.0,8.4,5.8,23,0.1,5.5
USR_01816,52,Female,Manager,iOS,5.7,2.9,54.2,8.1,5.2,13,1.8,9.1
USR_01817,42,Female,Student,iOS,5.0,1.1,48.1,6.4,5.2,11,3.4,5.7
USR_01818,41,Female,Sales,Both,5.0,1.6,58.9,7.3,4.6,14,3.6,6.6
USR_01819,29,Male,Student,Android,5.4,1.7,47.4,7.9,3.5,15,3.7,7.5
USR_01820,35,Male,Manager,Android,5.5,2.9,21.3,5.6,7.0,14,3.4,6.6
